Entity,Code,Year,Renewables (% equivalent primary energy),key,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Other renewables including bioenergy (TWh),Renewables (% electricity),Hydro (% equivalent primary energy),Hydro (% electricity),Wind Capacity,Wind (% equivalent primary energy),Wind (% electricity),Solar Capacity,Solar (% equivalent primary energy),Solar (% electricity),Biofuels Production - TWh - Total
Colombia,COL,1984,23.639833,Colombia1984,0,17.14022,0,0.255,,23.266163,,,0,,,0,,
Cyprus,CYP,1965,0,Cyprus1965,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1966,0,Cyprus1966,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1967,0,Cyprus1967,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1968,0,Cyprus1968,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1969,0,Cyprus1969,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1970,0,Cyprus1970,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1971,0,Cyprus1971,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1972,0,Cyprus1972,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1973,0,Cyprus1973,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1974,0,Cyprus1974,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1975,0,Cyprus1975,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1976,0,Cyprus1976,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1977,0,Cyprus1977,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1978,0,Cyprus1978,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1979,0,Cyprus1979,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1980,0,Cyprus1980,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1981,0,Cyprus1981,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1982,0,Cyprus1982,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1983,0,Cyprus1983,0,0,0,0,,0,,,0,,,0,,
Cyprus,CYP,1984,0,Cyprus1984,0,0,0,0,,0,,,0,,,0,,
Czechia,CZE,1965,1.4077873,Czechia1965,0,2.231797,0,0,,1.4077873,,,0,,,0,,
Czechia,CZE,1966,1.3170925,Czechia1966,0,2.1036344,0,0,,1.3170925,,,0,,,0,,
Czechia,CZE,1967,1.2057946,Czechia1967,0,1.8959225,0,0,,1.2057946,,,0,,,0,,
Czechia,CZE,1968,0.89475876,Czechia1968,0,1.4672408,0,0,,0.89475876,,,0,,,0,,
Czechia,CZE,1969,0.7005398,Czechia1969,0,1.1976573,0,0,,0.7005398,,,0,,,0,,
Czechia,CZE,1970,0.9598851,Czechia1970,0,1.7103078,0,0,,0.9598851,,,0,,,0,,
Czechia,CZE,1971,0.6451211,Czechia1971,0,1.208,0,0,,0.6451211,,,0,,,0,,
Czechia,CZE,1972,0.67121583,Czechia1972,0,1.264,0,0,,0.67121583,,,0,,,0,,
Czechia,CZE,1973,0.5706368,Czechia1973,0,1.081,0,0,,0.5706368,,,0,,,0,,
Czechia,CZE,1974,0.9500237,Czechia1974,0,1.819,0,0,,0.9500237,,,0,,,0,,
Czechia,CZE,1975,0.9102295,Czechia1975,0,1.814,0,0,,0.9102295,,,0,,,0,,
Czechia,CZE,1976,0.70589465,Czechia1976,0,1.446,0,0,,0.70589465,,,0,,,0,,
Czechia,CZE,1977,0.92965907,Czechia1977,0,1.967,0,0,,0.92965907,,,0,,,0,,
Czechia,CZE,1978,0.8529741,Czechia1978,0,1.83,0,0,,0.8529741,,,0,,,0,,
Czechia,CZE,1979,1.0576006,Czechia1979,0,2.293,0,0,,1.0576006,,,0,,,0,,
Czechia,CZE,1980,1.1426238,Czechia1980,0,2.399,0,0,,1.1426238,,,0,,,0,,
Czechia,CZE,1981,0.9889816,Czechia1981,0,2.061,0,0,,0.9889816,,,0,,,0,,
Czechia,CZE,1982,0.81085956,Czechia1982,0,1.67,0,0,,0.81085956,,,0,,,0,,
Czechia,CZE,1983,0.80229473,Czechia1983,0,1.655,0,0,,0.80229473,,,0,,,0,,
Czechia,CZE,1984,0.6089416,Czechia1984,0,1.298,0,0,,0.6089416,,,0,,,0,,
Denmark,DNK,1965,0.04447716,Denmark1965,0,0.025,0,0,,0.04447716,,,0,,,0,,
Denmark,DNK,1966,0.040665347,Denmark1966,0,0.026,0,0,,0.040665347,,,0,,,0,,
Denmark,DNK,1967,0.03888248,Denmark1967,0,0.025,0,0,,0.03888248,,,0,,,0,,
Denmark,DNK,1968,0.031256683,Denmark1968,0,0.021,0,0,,0.031256683,,,0,,,0,,
Denmark,DNK,1969,0.028526576,Denmark1969,0,0.022,0,0,,0.028526576,,,0,,,0,,
Denmark,DNK,1970,0.029206116,Denmark1970,0,0.024,0,0,,0.029206116,,,0,,,0,,
Denmark,DNK,1971,0.030904578,Denmark1971,0,0.024,0,0,,0.030904578,,,0,,,0,,
Denmark,DNK,1972,0.029284108,Denmark1972,0,0.024,0,0,,0.029284108,,,0,,,0,,
Denmark,DNK,1973,0.030267373,Denmark1973,0,0.024,0,0,,0.030267373,,,0,,,0,,
Denmark,DNK,1974,0.033269178,Denmark1974,0,0.024,0,0,,0.033269178,,,0,,,0,,
Denmark,DNK,1975,0.02953616,Denmark1975,0,0.021,0,0,,0.02953616,,,0,,,0,,
Denmark,DNK,1976,0.024274977,Denmark1976,0,0.019,0,0,,0.024274977,,,0,,,0,,
Denmark,DNK,1977,0.03255087,Denmark1977,0,0.026,0,0,,0.03255087,,,0,,,0,,
Denmark,DNK,1978,0.037017047,Denmark1978,0.003,0.027,0,0,,0.03331904,,,0.003698007,,,0,,
Denmark,DNK,1979,0.043281496,Denmark1979,0.006,0.029,0,0,,0.035859026,,,0.007422473,,,0,,
Denmark,DNK,1980,0.056611072,Denmark1980,0.0105,0.0341,0,0,,0.043283373,,,0.013327702,,,0,,
Denmark,DNK,1981,0.065005064,Denmark1981,0.0105,0.0355,0,0,,0.050166965,,,0.0148381,,,0,,
Denmark,DNK,1982,0.07215245,Denmark1982,0.0185,0.0303,0,0,,0.044799592,,,0.02735285,,,0,,
Denmark,DNK,1983,0.1496665,Denmark1983,0.0271,0.0335,0,0.033,,0.052105244,,,0.04215082,,,0,,
Denmark,DNK,1984,0.15148832,Denmark1984,0.0332,0.0302,0,0.033,,0.04619994,,,0.050789263,,,0,,
Eastern Africa (BP),,1971,17.197346,Eastern Africa (BP)1971,0,8.9030695,0,0.126,,16.938557,,,0,,,0,,
Eastern Africa (BP),,1972,20.177143,Eastern Africa (BP)1972,0,10.891284,0,0.127,,19.926304,,,0,,,0,,
Eastern Africa (BP),,1973,19.701832,Eastern Africa (BP)1973,0,11.2493105,0,0.132,,19.455381,,,0,,,0,,
Eastern Africa (BP),,1974,24.155737,Eastern Africa (BP)1974,0,14.267528,0,0.136,,23.909697,,,0,,,0,,
Eastern Africa (BP),,1975,26.092485,Eastern Africa (BP)1975,0,15.188581,0,0.133,,25.84814,,,0,,,0,,
Eastern Africa (BP),,1976,26.423258,Eastern Africa (BP)1976,0,16.743711,0,0.146,,26.176846,,,0,,,0,,
Eastern Africa (BP),,1977,29.746168,Eastern Africa (BP)1977,0,19.092785,0,0.149,,29.497656,,,0,,,0,,
Eastern Africa (BP),,1978,29.147053,Eastern Africa (BP)1978,0,18.23882,0,0.155,,28.882078,,,0,,,0,,
Eastern Africa (BP),,1979,30.734257,Eastern Africa (BP)1979,0,19.775,0,0.161,,30.466478,,,0,,,0,,
Eastern Africa (BP),,1980,28.320673,Eastern Africa (BP)1980,0,18.078556,0,0.167,,28.04104,,,0,,,0,,
Eastern Africa (BP),,1981,30.102697,Eastern Africa (BP)1981,0,18.878674,0,0.177,,29.801067,,,0,,,0,,
Eastern Africa (BP),,1982,31.842495,Eastern Africa (BP)1982,0,19.574581,0,0.195,,31.503693,,,0,,,0,,
Eastern Africa (BP),,1983,30.305532,Eastern Africa (BP)1983,0,19.379673,0,0.189,,29.989792,,,0,,,0,,
Eastern Africa (BP),,1984,30.224142,Eastern Africa (BP)1984,0,18.8871,0,0.192,,29.896053,,,0,,,0,,
Ecuador,ECU,1965,8.505215,Ecuador1965,0,0.249,0,0,,8.505215,,,0,,,0,,
Ecuador,ECU,1966,9.248206,Ecuador1966,0,0.285,0,0,,9.248206,,,0,,,0,,
Ecuador,ECU,1967,9.417127,Ecuador1967,0,0.314,0,0,,9.417127,,,0,,,0,,
Ecuador,ECU,1968,8.330954,Ecuador1968,0,0.328,0,0,,8.330954,,,0,,,0,,
Ecuador,ECU,1969,8.701673,Ecuador1969,0,0.364,0,0,,8.701673,,,0,,,0,,
Ecuador,ECU,1970,8.106536,Ecuador1970,0,0.405,0,0,,8.106536,,,0,,,0,,
Ecuador,ECU,1971,8.015814,Ecuador1971,0,0.44,0,0,,8.015814,,,0,,,0,,
Ecuador,ECU,1972,7.758966,Ecuador1972,0,0.445,0,0,,7.758966,,,0,,,0,,
Ecuador,ECU,1973,7.0862336,Ecuador1973,0,0.435,0,0,,7.0862336,,,0,,,0,,
Ecuador,ECU,1974,6.9780536,Ecuador1974,0,0.5,0,0,,6.9780536,,,0,,,0,,
Ecuador,ECU,1975,8.653943,Ecuador1975,0,0.628,0,0,,8.653943,,,0,,,0,,
Ecuador,ECU,1976,7.57248,Ecuador1976,0,0.605,0,0,,7.57248,,,0,,,0,,
Ecuador,ECU,1977,5.8732605,Ecuador1977,0,0.558,0,0,,5.8732605,,,0,,,0,,
Ecuador,ECU,1978,7.960053,Ecuador1978,0,0.791,0,0,,7.960053,,,0,,,0,,
Ecuador,ECU,1979,6.851764,Ecuador1979,0,0.709,0,0,,6.851764,,,0,,,0,,
Ecuador,ECU,1980,6.642501,Ecuador1980,0,0.872,0,0,,6.642501,,,0,,,0,,
Ecuador,ECU,1981,5.3501143,Ecuador1981,0,0.779,0,0,,5.3501143,,,0,,,0,,
Ecuador,ECU,1982,5.5936837,Ecuador1982,0,0.895,0,0,,5.5936837,,,0,,,0,,
Ecuador,ECU,1983,10.982115,Ecuador1983,0,1.721,0,0,,10.982115,,,0,,,0,,
Ecuador,ECU,1984,18.537539,Ecuador1984,0,3.233,0,0,,18.537539,,,0,,,0,,
Egypt,EGY,1965,5.5878944,Egypt1965,0,1.7324048,0,0,,5.5878944,,,0,,,0,,
Egypt,EGY,1966,5.5950437,Egypt1966,0,1.8252122,0,0,,5.5950437,,,0,,,0,,
Egypt,EGY,1967,7.041625,Egypt1967,0,1.966633,0,0,,7.041625,,,0,,,0,,
Egypt,EGY,1968,9.956793,Egypt1968,0,3.0007727,0,0,,9.956793,,,0,,,0,,
Egypt,EGY,1969,16.08243,Egypt1969,0,3.9907181,0,0,,16.08243,,,0,,,0,,
Egypt,EGY,1970,15.164636,Egypt1970,0,4.6889834,0,0,,15.164636,,,0,,,0,,
Egypt,EGY,1971,15.877998,Egypt1971,0,5.0469546,0,0,,15.877998,,,0,,,0,,
Egypt,EGY,1972,14.63569,Egypt1972,0,5.161859,0,0,,14.63569,,,0,,,0,,
Egypt,EGY,1973,15.458052,Egypt1973,0,5.1530204,0,0,,15.458052,,,0,,,0,,
Egypt,EGY,1974,16.143082,Egypt1974,0,6.11645,0,0,,16.143082,,,0,,,0,,
Egypt,EGY,1975,16.16058,Egypt1975,0,6.792618,0,0,,16.16058,,,0,,,0,,
Egypt,EGY,1976,15.923643,Egypt1976,0,8.003533,0,0,,15.923643,,,0,,,0,,
Egypt,EGY,1977,16.571007,Egypt1977,0,9.037673,0,0,,16.571007,,,0,,,0,,
Egypt,EGY,1978,17.237103,Egypt1978,0,9.930392,0,0,,17.237103,,,0,,,0,,
Egypt,EGY,1979,15.267534,Egypt1979,0,9.607776,0,0,,15.267534,,,0,,,0,,
Egypt,EGY,1980,13.69403,Egypt1980,0,9.802229,0,0,,13.69403,,,0,,,0,,
Egypt,EGY,1981,12.52634,Egypt1981,0,10.213233,0,0,,12.52634,,,0,,,0,,
Egypt,EGY,1982,11.533038,Egypt1982,0,10.491655,0,0,,11.533038,,,0,,,0,,
Egypt,EGY,1983,9.980415,Egypt1983,0,9.815488,0,0,,9.980415,,,0,,,0,,
Egypt,EGY,1984,8.979603,Egypt1984,0,9.629872,0,0,,8.979603,,,0,,,0,,
Europe,,1965,5.9066157,Europe1965,0,381.45035,0,2.9090002,,5.8630953,,,0,,,0,,
Europe,,1966,6.168164,Europe1966,0,414.05478,0,3.9789999,,6.1094427,,,0,,,0,,
Europe,,1967,5.9033895,Europe1967,0,410.65195,0,4.316,,5.8415637,,,0,,,0,,
Europe,,1968,5.9576693,Europe1968,0,437.10187,0,4.8180003,,5.891915,,,0,,,0,,
Europe,,1969,5.6871805,Europe1969,0,442.712,0,5.244904,,5.6195216,,,0,,,0,,
Europe,,1970,5.681452,Europe1970,0,467.42227,0,6.952357,,5.595535,,,0,,,0,,
Europe,,1971,5.5593204,Europe1971,0,473.05194,0,7.0698833,,5.4747057,,,0,,,0,,
Europe,,1972,5.415697,Europe1972,0,483.52777,0,6.947608,,5.336368,,,0,,,0,,
Europe,,1973,5.1996355,Europe1973,0,489.05432,0,7.466391,,5.11842,,,0,,,0,,
Europe,,1974,5.549151,Europe1974,0,527.9655,0,7.83506,,5.464714,,,0,,,0,,
Europe,,1975,5.48716,Europe1975,0,527.5942,0,8.300942,,5.3985357,,,0,,,0,,
Europe,,1976,5.002477,Europe1976,0,504.19492,0,8.324597,,4.917796,,,0,,,0,,
Europe,,1977,5.7320075,Europe1977,0,594.7134,0,8.662292,,5.646094,,,0,,,0,,
Europe,,1978,5.710373,Europe1978,0.003,615.8949,0,9.235139,,5.622089,,,2.74E-05,,,0,,
Europe,,1979,5.745068,Europe1979,0.006,640.884,0,9.617958,,5.6560755,,,5.30E-05,,,0,,
Europe,,1980,5.7626457,Europe1980,0.0105,637.35645,0,10.604949,,5.663715,,,9.33E-05,,,0,,
Europe,,1981,5.8671975,Europe1981,0.0105,644.5633,0,10.643523,,5.7672863,,,9.39E-05,,,0,,
Europe,,1982,5.7095346,Europe1982,0.0185,626.81995,0,9.836121,,5.617323,,,0.00016579,,,0,,
Europe,,1983,5.8300776,Europe1983,0.030100001,649.14514,0,10.136652,,5.736173,,,0.000265949,,,0,,
Europe,,1984,5.8781457,Europe1984,0.0382,674.75525,0.001010101,10.488478,,5.783854,,,0.000327421,,,8.70E-06,,
Europe (BP),,1965,7.269067,Europe (BP)1965,0,302.19534,0,3.009,,7.1990438,,,0,,,0,,
Europe (BP),,1966,7.5995073,Europe (BP)1966,0,324.5699,0,4.101,,7.504447,,,0,,,0,,
Europe (BP),,1967,7.389748,Europe (BP)1967,0,324.46274,0,4.489,,7.287929,,,0,,,0,,
Europe (BP),,1968,7.186744,Europe (BP)1968,0,336.23666,0,4.997,,7.07996,,,0,,,0,,
Europe (BP),,1969,6.607449,Europe (BP)1969,0,330.97592,0,5.422904,,6.499012,,,0,,,0,,
Europe (BP),,1970,6.5164337,Europe (BP)1970,0,346.07806,0,7.118357,,6.380802,,,0,,,0,,
Europe (BP),,1971,6.4102187,Europe (BP)1971,0,349.56314,0,7.2318835,,6.275818,,,0,,,0,,
Europe (BP),,1972,6.3603573,Europe (BP)1972,0,363.83298,0,7.122608,,6.233961,,,0,,,0,,
Europe (BP),,1973,6.11337,Europe (BP)1973,0,369.3127,0,7.663391,,5.9841857,,,0,,,0,,
Europe (BP),,1974,6.695796,Europe (BP)1974,0,399.2913,0,8.04206,,6.55814,,,0,,,0,,
Europe (BP),,1975,6.9075384,Europe (BP)1975,0,407.51077,0,8.520942,,6.759924,,,0,,,0,,
Europe (BP),,1976,6.05598,Europe (BP)1976,0,376.8347,0,8.485598,,5.916931,,,0,,,0,,
Europe (BP),,1977,7.184907,Europe (BP)1977,0,456.27164,0,8.880291,,7.0416155,,,0,,,0,,
Europe (BP),,1978,6.917433,Europe (BP)1978,0.003,455.52872,0,9.372139,,6.771468,,,4.45E-05,,,0,,
Europe (BP),,1979,7.012579,Europe (BP)1979,0.006,479.14987,0,9.762958,,6.8658442,,,8.60E-05,,,0,,
Europe (BP),,1980,6.9953547,Europe (BP)1980,0.0105,464.76663,0,10.74095,,6.8296013,,,0.000154294,,,0,,
Europe (BP),,1981,7.263548,Europe (BP)1981,0.0105,470.4354,0,10.753523,,7.0933876,,,0.000158322,,,0,,
Europe (BP),,1982,7.3230996,Europe (BP)1982,0.0185,466.30966,0,9.836121,,7.164995,,,0.000284258,,,0,,
Europe (BP),,1983,7.470169,Europe (BP)1983,0.0301,480.12585,0,10.136652,,7.3084073,,,0.000458177,,,0,,
Europe (BP),,1984,7.360798,Europe (BP)1984,0.0382,485.19354,0.001010101,10.510578,,7.1973076,,,0.000566654,,,1.50E-05,,
European Union (27),,1965,6.740035,European Union (27)1965,0,211.80603,0,2.909,,6.651123,,,0,,,0,,
European Union (27),,1966,7.1173525,European Union (27)1966,0,230.45381,0,3.979,,6.9965305,,,0,,,0,,
European Union (27),,1967,6.6463075,European Union (27)1967,0,222.19263,0,4.316,,6.5187945,,,0,,,0,,
European Union (27),,1968,6.338912,European Union (27)1968,0,226.5809,0,4.818,,6.2053165,,,0,,,0,,
European Union (27),,1969,5.760931,European Union (27)1969,0,222.4579,0,5.243,,5.6261706,,,0,,,0,,
European Union (27),,1970,5.699029,European Union (27)1970,0,234.72273,0,6.940266,,5.530206,,,0,,,0,,
European Union (27),,1971,5.4920382,European Union (27)1971,0,233.22775,0,7.057851,,5.325361,,,0,,,0,,
European Union (27),,1972,5.4575386,European Union (27)1972,0,244.8364,0,6.925944,,5.302322,,,0,,,0,,
European Union (27),,1973,5.1482067,European Union (27)1973,0,243.5321,0,7.442191,,4.9896903,,,0,,,0,,
European Union (27),,1974,5.611098,European Union (27)1974,0,263.01743,0,7.829309,,5.4424105,,,0,,,0,,
European Union (27),,1975,5.6898823,European Union (27)1975,0,264.90546,0,8.282595,,5.510093,,,0,,,0,,
European Union (27),,1976,4.693745,European Union (27)1976,0,231.1628,0,8.305585,,4.5241857,,,0,,,0,,
European Union (27),,1977,6.104866,European Union (27)1977,0,307.5857,0,8.646165,,5.9306793,,,0,,,0,,
European Union (27),,1978,5.724103,European Union (27)1978,0.003,299.47946,0,9.1188545,,5.547245,,,5.55E-05,,,0,,
European Union (27),,1979,5.7847705,European Union (27)1979,0.006,313.9237,0,9.285328,,5.610862,,,0.000107289,,,0,,
European Union (27),,1980,5.6107125,European Union (27)1980,0.0105,297.70767,0,10.387278,,5.4124823,,,0.000190895,,,0,,
European Union (27),,1981,5.697778,European Union (27)1981,0.0105,293.823,0,10.08439,,5.499788,,,0.000196539,,,0,,
European Union (27),,1982,5.724218,European Union (27)1982,0.0185,288.88766,0,9.287153,,5.537961,,,0.000354643,,,0,,
European Union (27),,1983,5.814768,European Union (27)1983,0.0301,294.68158,0,9.568938,,5.623281,,,0.000574385,,,0,,
European Union (27),,1984,5.728046,European Union (27)1984,0.0382,298.8656,0,9.946245,,5.534803,,,0.00070744,,,0,,
Finland,FIN,1965,23.966585,Finland1965,0,9.353536,0,0,,23.966585,,,0,,,0,,
Finland,FIN,1966,23.36688,Finland1966,0,10.380808,0,0,,23.36688,,,0,,,0,,
Finland,FIN,1967,24.873165,Finland1967,0,11.6292925,0,0,,24.873165,,,0,,,0,,
Finland,FIN,1968,20.672768,Finland1968,0,10.488889,0,0,,20.672768,,,0,,,0,,
Finland,FIN,1969,15.680414,Finland1969,0,8.745455,0,0,,15.680414,,,0,,,0,,
Finland,FIN,1970,15.499043,Finland1970,0,9.524242,0,0,,15.499043,,,0,,,0,,
Finland,FIN,1971,16.927217,Finland1971,0,10.680808,0,0,,16.927217,,,0,,,0,,
Finland,FIN,1972,15.603095,Finland1972,0,10.379798,0,0,,15.603095,,,0,,,0,,
Finland,FIN,1973,14.4314785,Finland1973,0,10.579798,0,0,,14.4314785,,,0,,,0,,
Finland,FIN,1974,18.064272,Finland1974,0,12.703031,0,0,,18.064272,,,0,,,0,,
Finland,FIN,1975,17.08967,Finland1975,0,12.209091,0,0,,17.08967,,,0,,,0,,
Finland,FIN,1976,12.514572,Finland1976,0,9.481818,0,0,,12.514572,,,0,,,0,,
Finland,FIN,1977,15.202662,Finland1977,0,12.181818,0,0,,15.202662,,,0,,,0,,
Finland,FIN,1978,11.782436,Finland1978,0,9.79899,0,0,,11.782436,,,0,,,0,,
Finland,FIN,1979,12.091409,Finland1979,0,10.8707075,0,0,,12.091409,,,0,,,0,,
Finland,FIN,1980,11.415307,Finland1980,0,10.217172,0,0,,11.415307,,,0,,,0,,
Finland,FIN,1981,15.109192,Finland1981,0,13.654546,0,0,,15.109192,,,0,,,0,,
Finland,FIN,1982,14.6664095,Finland1982,0,13.088889,0,0,,14.6664095,,,0,,,0,,
Finland,FIN,1983,15.364748,Finland1983,0,13.580808,0,0,,15.364748,,,0,,,0,,
Finland,FIN,1984,14.383723,Finland1984,0,13.247475,0,0,,14.383723,,,0,,,0,,
France,FRA,1965,10.584984,France1965,0,46.881092,0,0,,10.584984,,,0,,,0,,
France,FRA,1966,11.602393,France1966,0,52.20847,0,0.39,,11.509577,,,0,,,0,,
France,FRA,1967,9.537199,France1967,0,45.37766,0,0.605,,9.401877,,,0,,,0,,
France,FRA,1968,10.09288,France1968,0,50.42261,0,0.926,,9.896674,,,0,,,0,,
France,FRA,1969,9.634168,France1969,0,52.94209,0,1.067,,9.429019,,,0,,,0,,
France,FRA,1970,9.537436,France1970,0,56.681484,0,1.3702458,,9.294863,,,0,,,0,,
France,FRA,1971,7.9428425,France1971,0,48.856724,0,1.3918225,,7.7058578,,,0,,,0,,
France,FRA,1972,7.446317,France1972,0,48.831467,0,1.5151953,,7.20497,,,0,,,0,,
France,FRA,1973,6.7090616,France1973,0,47.696262,0,1.5500864,,6.481657,,,0,,,0,,
France,FRA,1974,8.01622,France1974,0,56.230286,0,1.5770591,,7.780643,,,0,,,0,,
France,FRA,1975,9.053055,France1975,0,60.107937,0,1.4158849,,8.828549,,,0,,,0,,
France,FRA,1976,6.8996778,France1976,0,48.56463,0,1.3329,,6.70113,,,0,,,0,,
France,FRA,1977,10.595119,France1977,0,76.322975,0,1.3745815,,10.39305,,,0,,,0,,
France,FRA,1978,9.109527,France1978,0,68.35983,0,1.4183881,,8.909949,,,0,,,0,,
France,FRA,1979,8.611678,France1979,0,66.419136,0,1.4840102,,8.408854,,,0,,,0,,
France,FRA,1980,9.114398,France1980,0,69.52675,0,1.4710236,,8.910869,,,0,,,0,,
France,FRA,1981,9.551752,France1981,0,72.19517,0,1.4921525,,9.343281,,,0,,,0,,
France,FRA,1982,9.705157,France1982,0,70.57486,0,1.52734,,9.483593,,,0,,,0,,
France,FRA,1983,9.325617,France1983,0,69.443016,0,1.5587,,9.104992,,,0,,,0,,
France,FRA,1984,8.554503,France1984,0,65.69011,0,1.6223,,8.332356,,,0,,,0,,
Germany,DEU,1965,1.614503,Germany1965,0,16.21221,0,0,,1.614503,,,0,,,0,,
Germany,DEU,1966,1.7416129,Germany1966,0,17.533998,0,0,,1.7416129,,,0,,,0,,
Germany,DEU,1967,1.6582538,Germany1967,0,16.652311,0,0,,1.6582538,,,0,,,0,,
Germany,DEU,1968,1.5761398,Germany1968,0,16.89899,0,0,,1.5761398,,,0,,,0,,
Germany,DEU,1969,1.1857672,Germany1969,0,13.713478,0,0,,1.1857672,,,0,,,0,,
Germany,DEU,1970,1.5171292,Germany1970,0,17.533678,0,0.92002016,,1.4357978,,,0,,,0,,
Germany,DEU,1971,1.1796806,Germany1971,0,13.455188,0,1.0010282,,1.0919782,,,0,,,0,,
Germany,DEU,1972,1.1219959,Germany1972,0,13.205894,0,1.0187488,,1.0357395,,,0,,,0,,
Germany,DEU,1973,1.2137141,Germany1973,0,15.229462,0,1.0531049,,1.1294044,,,0,,,0,,
Germany,DEU,1974,1.4188614,Germany1974,0,17.638132,0,1.07625,,1.3311741,,,0,,,0,,
Germany,DEU,1975,1.4353294,Germany1975,0,17.059124,0,1.1247102,,1.3399583,,,0,,,0,,
Germany,DEU,1976,1.1208524,Germany1976,0,13.846833,0,1.2776853,,1.0193156,,,0,,,0,,
Germany,DEU,1977,1.3967295,Germany1977,0,17.58216,0,1.2465839,,1.2974242,,,0,,,0,,
Germany,DEU,1978,1.408961,Germany1978,0,18.362234,0,1.317466,,1.3076738,,,0,,,0,,
Germany,DEU,1979,1.3454018,Germany1979,0,18.383686,0,1.4433178,,1.2402805,,,0,,,0,,
Germany,DEU,1980,1.4781905,Germany1980,0,19.069143,0,1.9662538,,1.3301288,,,0,,,0,,
Germany,DEU,1981,1.5739785,Germany1981,0,19.914673,0,1.8042376,,1.4337504,,,0,,,0,,
Germany,DEU,1982,1.6178513,Germany1982,0,19.737993,0,1.798813,,1.4729381,,,0,,,0,,
Germany,DEU,1983,1.4992614,Germany1983,0,18.712017,0,1.5402381,,1.3769088,,,0,,,0,,
Germany,DEU,1984,1.4371842,Germany1984,0,18.479174,0,1.6429448,,1.3113233,,,0,,,0,,
Greece,GRC,1965,2.9926248,Greece1965,0,0.801,0,0,,2.9926248,,,0,,,0,,
Greece,GRC,1966,5.9037366,Greece1966,0,1.73,0,0,,5.9037366,,,0,,,0,,
Greece,GRC,1967,5.1454077,Greece1967,0,1.66,0,0,,5.1454077,,,0,,,0,,
Greece,GRC,1968,4.0803204,Greece1968,0,1.368,0,0,,4.0803204,,,0,,,0,,
Greece,GRC,1969,5.802621,Greece1969,0,2.055,0,0,,5.802621,,,0,,,0,,
Greece,GRC,1970,6.6985598,Greece1970,0,2.636,0,0,,6.6985598,,,0,,,0,,
Greece,GRC,1971,5.6566277,Greece1971,0,2.652,0,0,,5.6566277,,,0,,,0,,
Greece,GRC,1972,5.0900455,Greece1972,0,2.677,0,0,,5.0900455,,,0,,,0,,
Greece,GRC,1973,3.6736455,Greece1973,0,2.223,0,0,,3.6736455,,,0,,,0,,
Greece,GRC,1974,3.9671507,Greece1974,0,2.347,0,0,,3.9671507,,,0,,,0,,
Greece,GRC,1975,3.004863,Greece1975,0,2.015,0,0,,3.004863,,,0,,,0,,
Greece,GRC,1976,2.5362146,Greece1976,0,1.879,0,0,,2.5362146,,,0,,,0,,
Greece,GRC,1977,2.501576,Greece1977,0,1.922,0,0,,2.501576,,,0,,,0,,
Greece,GRC,1978,3.8218632,Greece1978,0,2.988,0,0,,3.8218632,,,0,,,0,,
Greece,GRC,1979,5.1934614,Greece1979,0,3.566,0,0,,5.1934614,,,0,,,0,,
Greece,GRC,1980,5.006544,Greece1980,0,3.405,0,0,,5.006544,,,0,,,0,,
Greece,GRC,1981,5.126492,Greece1981,0,3.407,0,0,,5.126492,,,0,,,0,,
Greece,GRC,1982,5.2865105,Greece1982,0,3.561,0,0,,5.2865105,,,0,,,0,,
Greece,GRC,1983,3.454517,Greece1983,0,2.34,0,0,,3.454517,,,0,,,0,,
Greece,GRC,1984,4.0465713,Greece1984,0,2.862,0,0,,4.0465713,,,0,,,0,,
High-income countries,,1965,7.0047736,High-income countries1965,0,705.6941,0,17.885233,,6.822883,,,0,,,0,,
High-income countries,,1966,7.0613265,High-income countries1966,0,745.083,0,19.684008,,6.87003,,,0,,,0,,
High-income countries,,1967,6.9548526,High-income countries1967,0,763.759,0,19.813572,,6.769604,,,0,,,0,,
High-income countries,,1968,6.709464,High-income countries1968,0,783.7301,0,21.941046,,6.5169477,,,0,,,0,,
High-income countries,,1969,6.5830336,High-income countries1969,0,818.9756,0,23.079964,,6.3929873,,,0,,,0,,
High-income countries,,1970,6.4151087,High-income countries1970,0,840.9904,0,24.964964,,6.220049,,,0,,,0,,
